"","data","horario","id_video","id_plataforma","alim_disp","alim_esco_capuchin","id_animal","id_especie","sex_age","n_classe","n_total","id_capuchin","alim","vocalizacao","agonismo_disputa_alimento","agonismo_deslocar","agonismo_deslocado","agonismo_ameaca","agonismo_int_intra","agonismo_int_inter","positiva_int_intra","positiva_int_inter","neutra_int_intra","neutra_int_inter"
"102",2025-07-09,1899-12-31 14:58:00,7090025,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","FA",1,1,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2025-07-09,1899-12-31 15:02:00,7090026,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","NI",NA,2,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"104",2025-07-09,1899-12-31 15:02:00,7090026,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","NI",NA,2,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"105",2025-07-09,1899-12-31 15:05:00,7090027,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","FA",1,2,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2025-07-09,1899-12-31 15:05:00,7090027,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","JUV",1,2,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2025-07-09,1899-12-31 15:25:00,7090028,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","FA",1,1,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2025-07-09,1899-12-31 16:04:00,7090029,3,"nada","0.0","macaco prego","Sapajus nigritus cucullatus","NI",1,1,NA,"0.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2025-07-18,1899-12-31 18:44:00,7180006,4,"mamão, banana, manga",NA,"morcego","ni",NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2025-07-18,1899-12-31 19:45:00,7180008,4,"mamão, banana, manga",NA,"morcego","ni",NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2025-07-19,1899-12-31 02:44:00,7180010,4,"mamão, banana, manga",NA,"morcego","ni",NA,NA,NA,NA,"1.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
